Período;Região;Entidade ; Localização Geográfica;Dadores Inscritos;Dadores de 1ª vez;Dadores Regulares
2023-03;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;808;67;432
2023-10;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;;;
2023-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;341;16;246
2012-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;3796;921;1612
2012-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;17040;2923;14117
2012-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;4739;449;4290
2012-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;2274;220;1034
2013-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;3935;125;3810
2015-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;145;6;139
2015-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;1877;252;1625
2015-08;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;657;47;610
2015-09;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;19074;2427;10089
2015-11;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;501;57;444
2015-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;314;156;158
2016-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;164;5;159
2016-01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;389;34;355
2016-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;628;21;607
2016-02;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;1444;170;1274
2016-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;200;28;172
2016-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;231;22;185
2016-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1195;58;1137
2016-08;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;510;91;419
2016-08;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;920;82;838
2016-09;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;404;12;366
2016-10;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;17713;2648;12620
2016-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;210;29;181
2017-03;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;;;
2017-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;;;
2017-04;Região de Saúde Norte;Hospital de Braga, PPP;41.567781, -8.399268;;;
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;190;8;182
2017-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;145;6;134
2017-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;;;
2017-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;629;33;596
2017-07;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;438;23;316
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;;;
2017-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;240;20;220
2017-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;;;
2018-01;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;889;69;569
2018-01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;;;
2018-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;585;29;556
2018-04;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;16211;1524;14687
2018-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;;;
2018-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;399;16;307
2018-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;1043;99;944
2018-11;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;536;17;431
2018-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;;;
2018-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;927;92;835
2018-12;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;609;24;585
2018-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1824;126;1173
2019-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;500;37;351
2019-02;Região de Saúde Norte;Hospital de Braga, PPP;41.567781, -8.399268;;;
2019-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;2022;186;1388
2019-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;669;51;493
2019-04;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;330;33;330
2019-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;1021;83;938
2019-06;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;14671;1296;13375
2019-07;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;1725;132;1255
2019-07;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;528;56;375
2019-08;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;14259;1083;13176
2019-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;;;
2019-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;396;35;289
2019-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;854;84;770
2019-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;253;8;253
2020-01;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;392;133;392
2020-01;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;743;62;488
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;1576;163;1576
2020-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;247;19;247
2020-07;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;363;16;363
2020-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;143;27;116
2020-10;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;15399;1604;15798
2020-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;
2020-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;126;25;2258
2020-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;;;
2020-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;517;42;475
2020-12;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;766;62;552
2021-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;270;74;196
2021-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;211;84;127
2021-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;782;144;572
2021-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;32029;3119;32029
2021-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;236;16;236
2021-07;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;;;
2021-08;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;944;66;611
2021-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;138;27;111
2021-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;
2022-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;631;87;487
2022-01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;;;
2022-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;891;92;799
2022-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;198;4;118
2022-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;609;3;506
2023-01;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;16423;1921;14502
2023-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;1816;165;1263
2023-01;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;884;76;554
2023-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;150;11;82
2023-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;950;155;795
2023-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;1207;224;984
2023-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;372;35;223
2023-04;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;266;6;171
2023-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;741;6;596
2023-08;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;;;
2023-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;;;
2023-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;547;90;547
2023-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;
2012-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;7094;1418;5676
2015-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;1182;98;877
2015-01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;460;13;447
2015-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;338;85;220
2015-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;348;91;257
2015-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;146;17;116
2015-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;495;127;368
2015-07;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;19823;2261;10467
2015-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;293;46;230
2015-07;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;464;62;402
2015-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;296;43;253
2015-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;431;98;333
2015-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;1026;66;821
2015-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;508;232;276
2015-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1938;166;1772
2015-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;725;54;671
2016-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;649;42;607
2016-01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;157;20;118
2016-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;226;29;197
2016-03;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;545;211;334
2016-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;172;1;162
2016-04;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;1969;194;1775
2016-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;180;4;176
2016-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;530;64;530
2016-05;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;677;38;639
2016-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;471;44;427
2016-08;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1437;60;1377
2017-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;278;8;170
2017-01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;111;8;79
2017-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;113;6;107
2017-02;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;686;41;519
2017-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;;;
2017-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;;;
2017-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;;;
2017-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;415;3;223
2017-05;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;57;6;57
2017-05;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;1490;96;1091
2017-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;198;24;174
2017-07;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;;;
2017-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;47;4;33
2017-08;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;378;34;378
2017-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;;;
2017-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;498;15;399
2017-10;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;17143;1605;15538
2017-12;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;;;
2018-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;401;59;342
2018-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;365;16;365
2018-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;414;41;414
2018-05;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;1425;98;1055
2018-06;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;14287;1417;12870
2018-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;376;20;376
2019-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;297;21;297
2019-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;239;2;154
2019-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;;;
2019-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;22;0;19
2019-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;572;43;433
2020-03;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;;;
2020-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;391;39;391
2020-04;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;638;70;359
2020-05;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;68;0;68
2020-05;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;193;29;164
2020-05;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;484;46;438
2020-06;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642, -8.6062881;729;48;489
2020-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;;;
2020-10;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;119;13;277
2020-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;1025;129;896
2020-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;869;85;736
2021-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;;;
2021-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;171;21;150
2021-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;823;97;685
2022-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;1021;132;889
2022-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;;;
2022-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;;;
2022-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;134;16;118
2023-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;277;34;243
2023-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;586;98;488
2023-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;;;
2023-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;;;
2011-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;7616;1233;6383
2012-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;4410;1022;4327
2014-12;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;5303;1538;3765
2015-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;459;75;384
2015-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;196;22;174
2015-12;Região de Saúde Norte;Hospital de Braga, PPP;41.567781, -8.399268;272;133;105
2016-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1482;135;1347
2016-03;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;623;38;585
2016-03;Região de Saúde Norte;Hospital de Braga, PPP;41.567781, -8.399268;259;122;100
2016-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;479;96;383
2016-05;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768, -9.1634516;470;158;531
2016-07;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;237;18;219
2016-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;225;10;215
2016-11;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;1163;129;1034
2017-01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;232;23;209
2017-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;0;0;0
2017-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;613;73;540
2017-09;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;365;21;365
2017-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;71;1;40
2017-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;;;
2017-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;350;5;350
2018-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1678;162;1029
2018-04;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;1042;125;917
2018-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;525;22;397
2018-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;245;33;212
2018-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;166;4;162
2019-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;1365;88;894
2019-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;;;
2019-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;201;16;185
2019-10;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.952565, -8.992398;;;
2020-01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;;;
2020-02;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;557;74;483
2020-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;35166;3032;35166
2020-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;934;94;840
2020-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;;;
2020-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;38145;1753;38145
2020-12;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;255;11;255
2021-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;1082;223;859
2021-09;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;2988;247;2937
2021-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;727;81;597
2021-11;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;;;
2022-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;;;
2022-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;35348;2674;35348
2022-11;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;;;
2023-05;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;;;
2023-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;;;
2010-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;4969;198;4771
2011-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;4718;174;4544
2015-03;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;439;76;363
2015-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;248;48;200
2015-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;491;83;408
2015-07;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;154;4;129
2015-08;Entidade Central (IPST, IP);Instituto Português do Sangue e Transplantação (IPST), I.P;38.7567758, -9.1505021;19364;2389;10485
2015-09;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;103;3;81
2015-09;Região de Saúde Norte;Hospital de Braga, PPP;41.567781, -8.399268;148;83;51
2016-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;237;19;218
2016-07;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;1073;56;822
2016-08;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;599;95;504
